text_a,text_b,label
the new law attempts to remove any legal obstacles to building more advanced spy satellites and to help innovation in japans's space industry. ,La nouvelle réglementation vise à éliminer les obstacles juridiques à la construction de satellites espions plus performants et à soutenir l'innovation dans l'indust,4
The broad Standard & Poor's 500-stock index was up 4.83 points or 0.49 per cent to 980.76.,"L'indice Dow Jones a augmenté de 112 points, atteignant 13 580 points.",2
the new law attempts to remove any legal obstacles to building more advanced spy satellites and to help innovation in japans's space industry. ,"Hier, nous avons passé toute la journée à faire de la randonnée dans les montagnes et à admirer les paysages naturels époustouflants.",0
The broad Standard & Poor's 500-stock index was up 4.83 points or 0.49 per cent to 980.76.,L'indice large Standard & Poor's 500 a augmenté de 3 points soit 0.30 pour cent à 975.50.,3
Okla. inmate dies of heart attack after botched execution,Les débats s'intensifient en France concernant l'utilisation de la peine de mort après plusieurs exécutions controversées.,1
Statement by the Spokesperson of High Representative Catherine Ashton on the latest spate of attacks in Iraq,Déclaration du porte-parole du Haut Représentant de l'UE concernant la récente vague de violences en Irak.,2
Statement by the Spokesperson of High Representative Catherine Ashton on the latest spate of attacks in Iraq,Déclaration du porte-parole du Haut Représentant de l'UE concernant la récente vague de violence en Irak.,2
The broad Standard & Poor's 500-stock index was up 4.83 points or 0.49 per cent to 980.76.,"L'indice large du Standard & Poor's 500 était en hausse de 3 points ou 0,30 pour cent à 982.50.",3
Statement by the Spokesperson of High Representative Catherine Ashton on the latest spate of attacks in Iraq,Les enfants apprennent à jouer du piano à l'école de musique locale.,0
A man is playing a guitar.,Un homme joue de la guitare.,4
Rodney King death ruled accidental,La recette de la tarte Tatin a été inventée par accident par les sœurs Tatin en France.,0
A girl with a red bag standing on the street.,Un garçon traverse la route avec un sac bleu.,1
Rodney King death ruled accidental,Les pommes sont très bénéfiques pour la santé.,0
A man is playing a guitar.,Une femme chante dans un microphone.,2
Francis begins papacy with prayer,François commence son pontificat par une prière.,5
A girl with a red bag standing on the street.,Une fille avec un sac rouge debout dans la rue.,5
Francis begins papacy with prayer,Le pape François a commencé son pontificat en visitant une basilique.,1
A man is playing a guitar.,Les chats dorment sur le sofa.,0
Francis begins papacy with prayer,François entame son pontificat par une prière.,4
Myanmar’s Suu Kyi urges party unity amid squabbles,La dirigeante birmane Suu Kyi appelle à l'unité de son parti malgré les querelles.,5
Rodney King death ruled accidental,La mort de Rodney King jugée accidentelle,5
Rodney King death ruled accidental,La mort de Rodney King jugée accidentelle.,5
Myanmar’s Suu Kyi urges party unity amid squabbles,Le leader du Myanmar appelle à l'unité nationale malgré les désaccords internes.,3
A man is playing a guitar.,Un homme joue de la guitare.,5
A man is playing a guitar.,Une femme chante à côté d'un pianiste.,1
Myanmar’s Suu Kyi urges party unity amid squabbles,"Au Myanmar, les conflits internes menacent la cohésion du parti de Suu Kyi.",2
Francis begins papacy with prayer,La recette de la tarte aux pommes utilise des pommes fraîches et de la cannelle.,0
Myanmar’s Suu Kyi urges party unity amid squabbles,La Birmanie Suu Kyi exhorte à l'unité du parti au milieu des querelles,5
Myanmar’s Suu Kyi urges party unity amid squabbles,Les tensions augmentent au sein du parti politique en Thaïlande.,2
Francis begins papacy with prayer,Le pape François commence son mandat par une messe.,2
A girl with a red bag standing on the street.,Une femme avec un sac bleu assise dans un parc.,3
Myanmar’s Suu Kyi urges party unity amid squabbles,Les tensions internes menacent la cohésion du parti au pouvoir en Birmanie.,1
Francis begins papacy with prayer,François débute son mandat avec un discours.,3
Francis begins papacy with prayer,Le pape François démarre son pontificat par une célébration religieuse.,1
Myanmar’s Suu Kyi urges party unity amid squabbles,La dirigeante birmane Suu Kyi appelle à l'unité de son parti malgré les discordes internes.,4
A man is playing a guitar.,Le chat dort sur le canapé.,0
Myanmar’s Suu Kyi urges party unity amid squabbles,L'ancien leader du Myanmar encourage l'unité nationale.,3
Rodney King death ruled accidental,La mort de George Floyd a déclenché des manifestations mondiales.,1
A girl with a red bag standing on the street.,Un garçon traverse la rue en tenant un ballon bleu.,1
A girl with a red bag standing on the street.,Les arbres perdent leurs feuilles en automne.,0
A girl with a red bag standing on the street.,Une fille avec un sac bleu se tient sur le trottoir.,4
A girl with a red bag standing on the street.,Le soleil se couche derrière les montagnes enneigées.,0
Rodney King death ruled accidental,La mort de Rodney King a été jugée accidentelle.,2
A man is playing a guitar.,Un homme chante une chanson.,3
Francis begins papacy with prayer,François commence son mandat par un discours.,3
Francis begins papacy with prayer,Le pape François démarre son pontificat par une messe.,2
Francis begins papacy with prayer,Les chiens peuvent apprendre à suivre des commandes.,0
Rodney King death ruled accidental,La mort de Rodney King jugée comme homicide involontaire.,3
Rodney King death ruled accidental,La mort de Rodney King jugée naturelle.,3
Myanmar’s Suu Kyi urges party unity amid squabbles,Les conflits internes menacent la cohésion du parti au pouvoir en Birmanie.,1
A girl with a red bag standing on the street.,Une fille avec un chapeau bleu assise dans un parc.,3
A girl with a red bag standing on the street.,Un garçon avec un sac bleu marche dans la rue.,2
Rodney King death ruled accidental,La mort de Rodney King a été jugée accidentelle.,4
A man is playing a guitar.,Un homme joue du piano.,3
Rodney King death ruled accidental,La mort de Rodney King a été déclarée accidentelle.,2
Myanmar’s Suu Kyi urges party unity amid squabbles,Les forêts tropicales abritent une grande diversité d'espèces animales et végétales.,0
Rodney King death ruled accidental,La brutalité policière reste un problème majeur aux États-Unis.,1
Myanmar’s Suu Kyi urges party unity amid squabbles,Le chat dort paisiblement sous le rayon du soleil.,0
Myanmar’s Suu Kyi urges party unity amid squabbles,Aung San Suu Kyi appelle à l'unité de son parti face aux discordes en Birmanie.,4
A man is playing a guitar.,Une femme chante dans un micro.,2
Zambia's ex-President Rupiah Banda arrested,"L'ancien président du Zimbabwe, Robert Mugabe, a été arrêté.",3
A woman is chopping some shiso leaves.,Le chat dort paisiblement sur le canapé.,0
White bus parked in grass in front of building.,Des enfants jouent au football à côté d'un vieux camion sur le terrain.,1
Zambia's ex-President Rupiah Banda arrested,L'ex-président zambien Rupiah Banda a été arrêté,5
A woman is chopping some shiso leaves.,Un homme prépare une salade avec des feuilles de basilic.,2
A woman is chopping some shiso leaves.,"Il fait très chaud aujourd'hui, parfait pour aller à la plage.",0
Zambia's ex-President Rupiah Banda arrested,"L'ancien président de Zambie, Rupiah Banda, a été arrêté.",2
Zambia's ex-President Rupiah Banda arrested,"L'ancien président de la Zambie, Rupiah Banda, a été arrêté.",2
A woman is chopping some shiso leaves.,Une femme coupe des feuilles de shiso.,5
White bus parked in grass in front of building.,Un bus blanc stationné sur l'herbe devant un immeuble.,4
White bus parked in grass in front of building.,Bus rouge garé à côté d'un bâtiment.,3
Police stop Maldives presidential election,La police intervient lors des élections législatives au Maldives.,3
A woman is chopping some shiso leaves.,Un homme prépare une salade de roquette.,1
White bus parked in grass in front of building.,Un bus jaune se trouve près d'un bâtiment moderne.,2
Car bomb kills one and wounds five in Benghazi,Une explosion à Benghazi a blessé plusieurs personnes.,2
A woman is chopping some shiso leaves.,Un homme prépare une salade avec des épinards.,2
Zambia's ex-President Rupiah Banda arrested,"Il fait très beau aujourd'hui, parfait pour une promenade au parc.",0
White bus parked in grass in front of building.,Un bus rouge stationné sur la route devant un bâtiment.,3
Car bomb kills one and wounds five in Benghazi,Les cerisiers sont en pleine floraison au parc de Sceaux.,0
Car bomb kills one and wounds five in Benghazi,Une voiture piégée tue une personne et en blesse cinq à Benghazi.,5
Car bomb kills one and wounds five in Benghazi,La ville de Benghazi a été le théâtre d'une explosion violente ce matin.,1
White bus parked in grass in front of building.,Bus blanc garé dans l'herbe devant un bâtiment.,5
Car bomb kills one and wounds five in Benghazi,Des violences récentes à Tripoli ont entraîné plusieurs blessés et des dégâts matériels importants.,1
White bus parked in grass in front of building.,Un bus blanc est garé sur l'herbe devant un immeuble.,4
Zambia's ex-President Rupiah Banda arrested,L'ancien président zambien Rupiah Banda a été arrêté.,4
